lga,"Oceania and Antarctica, nfd","Australia (includes External Territories), nfd",Australia,Norfolk Island,"Australian External Territories, nec",New Zealand,"Melanesia, nfd",New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,"Micronesia, nfd",Guam,Kiribati,Marshall Islands,"Micronesia, Federated States of",Nauru,Northern Mariana Islands,Palau,"Polynesia (excludes Hawaii), nfd",Cook Islands,Fiji,French Polynesia,Niue,Samoa,"Samoa, American",Tokelau,Tonga,Tuvalu,Wallis and Futuna,Pitcairn Islands,"Polynesia (excludes Hawaii), nec","Antarctica, nfd",Adelie Land (France),Argentinian Antarctic Territory,Australian Antarctic Territory,British Antarctic Territory,Chilean Antarctic Territory,Queen Maud Land (Norway),Ross Dependency (New Zealand),"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man, nfd",England,Isle of Man,Northern Ireland,Scotland,Wales,Guernsey,Jersey,Ireland,"Western Europe, nfd",Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,"Northern Europe, nfd",Denmark,Faroe Islands,Finland,Greenland,Iceland,Norway,Sweden,Aland Islands,"Southern and Eastern Europe, nfd","Southern Europe, nfd",Andorra,Gibraltar,Holy See,Italy,Malta,Portugal,San Marino,Spain,"South Eastern Europe, nfd",Albania,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Former Yugoslav Republic of Macedonia (FYROM),Greece,Moldova,Romania,Slovenia,Montenegro,Serbia,Kosovo,"Eastern Europe, nfd",Belarus,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Poland,Russian Federation,Slovakia,Ukraine,"North Africa and the Middle East, nfd","North Africa, nfd",Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Spanish North Africa,South Sudan,"Middle East, nfd",Bahrain,Gaza Strip and West Bank,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,"South-East Asia, nfd","Mainland South-East Asia, nfd",Burma (Republic of the Union of Myanmar),Cambodia,Laos,Thailand,Vietnam,"Maritime South-East Asia, nfd",Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Timor-Leste,"North-East Asia, nfd","Chinese Asia (includes Mongolia), nfd",China (excludes SARs and Taiwan),Hong Kong (SAR of China),Macau (SAR of China),Mongolia,Taiwan,"Japan and the Koreas, nfd",Japan,"Korea, Democratic People's Republic of (North)","Korea, Republic of (South)","Southern and Central Asia, nfd","Southern Asia, nfd",Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka,"Central Asia, nfd",Afghanistan,Armenia,Azerbaijan,Georgia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,"Americas, nfd","Northern America, nfd",Bermuda,Canada,St Pierre and Miquelon,United States of America,"South America, nfd",Argentina,"Bolivia, Plurinational State of",Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,"Venezuela, Bolivarian Republic of","South America, nec","Central America, nfd",Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,"Caribbean, nfd",Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,Cayman Islands,Cuba,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,St Kitts and Nevis,St Lucia,St Vincent and the Grenadines,Trinidad and Tobago,Turks and Caicos Islands,"Virgin Islands, British","Virgin Islands, United States",St Barthelemy,St Martin (French part),"Bonaire, Sint Eustatius and Saba",Curacao,Sint Maarten (Dutch part),"Sub-Saharan Africa, nfd","Central and West Africa, nfd",Benin,Burkina Faso,Cameroon,Cape Verde,Central African Republic,Chad,"Congo, Republic of","Congo, Democratic Republic of",Cote d'Ivoire,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Sao Tome and Principe,Senegal,Sierra Leone,Togo,"Southern and East Africa, nfd",Angola,Botswana,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Lesotho,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Namibia,Reunion,Rwanda,St Helena,Seychelles,Somalia,South Africa,Swaziland,Tanzania,Uganda,Zambia,Zimbabwe,"Southern and East Africa, nec",Inadequately described,At sea,Not stated
Berrigan (A),0,0,7036,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,11,46,3,0,0,3,0,3,0,0,41,0,0,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,18,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,19,0,0,0,445
Blacktown (C),25,0,173765,0,0,7419,0,8,137,10,15,3,3,10,0,0,0,0,0,0,423,6487,11,38,1805,13,123,901,3,0,0,0,0,0,0,0,0,0,0,0,0,17,5900,4,241,1083,156,4,5,605,0,215,53,146,1088,0,0,0,626,86,0,70,0,75,0,11,22,42,0,0,0,0,0,0,1493,2616,276,0,186,593,9,642,32,1106,372,224,771,9,284,101,24,344,22,64,27,117,16,366,40,17,1113,217,58,180,3,3,11,1757,35,17,2001,3,0,0,161,22,49,150,1098,1351,63,257,158,1782,21,28,134,255,1336,142,10,0,0,681,116,52,476,920,0,15,1356,1215,19360,442,104,0,0,3070,798,13,0,166,0,137,0,1188,8,18,1527,157,15053,0,478,2580,3450,0,1716,30,8,10,7,0,0,0,14,0,0,0,281,0,698,3,262,23,97,691,122,61,0,0,13,20,354,0,298,42,0,0,0,3,211,6,4,37,55,0,0,0,0,0,3,0,0,10,0,3,0,0,0,12,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,3,13,30,27,0,3,5,318,55,0,186,3,0,0,210,0,3,168,3,6,8,13,18,0,0,34,173,265,0,3,3,670,0,6,5,0,3,0,15,39,1751,4,45,96,54,282,0,130,0,14111
Bland (A),0,0,5404,0,0,39,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,4,0,0,0,3,0,3,0,0,5,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,220
Blayney (A),0,0,6169,0,0,80,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,5,16,7,0,0,6,0,3,0,3,22,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,12,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,395
Blue Mountains (C),0,0,59236,0,0,1147,0,7,78,3,6,0,0,0,0,0,0,0,0,0,3,68,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4596,4,110,616,132,5,3,308,0,126,27,100,573,0,0,0,404,63,0,43,0,31,0,0,15,41,0,0,0,0,0,0,166,73,6,0,42,56,0,21,8,75,17,3,71,0,11,18,0,14,0,46,0,71,10,125,29,12,163,26,28,15,0,0,4,54,0,0,4,0,0,0,0,0,0,4,20,15,20,5,0,43,0,0,4,5,14,3,0,0,0,18,33,8,87,66,5,0,82,139,195,57,3,0,0,165,83,3,0,16,0,86,0,67,0,0,11,0,189,0,11,25,61,0,3,3,0,0,0,0,0,0,0,0,0,0,178,0,429,0,58,8,22,78,18,3,0,0,5,0,12,0,42,0,0,0,0,4,6,3,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,20,3,0,0,42,0,0,4,0,0,0,3,0,264,0,10,0,6,32,0,25,0,4139
Bogan (A),0,0,2566,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Bombala (A),0,0,2122,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,3,3,0,0,8,0,0,0,3,16,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,97
Boorowa (A),0,0,2175,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,3,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,84
Botany Bay (C),0,0,20233,0,0,883,0,8,27,5,3,0,0,0,0,0,0,0,0,0,19,274,0,30,21,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0,40,168,27,3,0,159,0,27,11,59,105,0,0,0,50,17,0,7,0,10,0,3,3,15,0,0,0,0,0,0,374,212,148,0,79,70,6,72,3,205,200,82,854,24,39,14,9,122,4,17,14,38,0,84,12,6,112,163,19,186,0,0,6,426,23,10,32,5,0,0,0,0,7,7,127,381,37,16,12,207,8,0,60,25,436,13,0,0,0,25,41,12,190,198,0,4,1133,405,811,107,86,0,0,1303,294,10,10,68,0,92,0,138,4,0,1141,0,559,0,70,99,127,0,40,7,4,6,7,0,0,3,15,0,3,0,34,0,92,0,116,12,88,333,127,69,0,0,0,4,130,0,114,12,0,0,0,7,6,0,0,8,6,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,3,0,21,0,0,3,55,0,4,0,0,4,0,4,3,196,0,0,0,3,19,0,43,0,2521
Bourke (A),0,0,2344,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,424
Brewarrina (A),0,0,1600,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Broken Hill (C),0,0,16352,0,0,103,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,5,33,7,0,0,3,0,10,0,0,45,0,0,0,20,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,58,26,0,0,0,7,0,3,0,15,0,3,21,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,9,6,53,7,0,0,0,17,3,0,0,0,0,0,0,3,0,0,0,0,47,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,1334
Burwood (A),0,0,13529,0,0,386,0,4,57,10,3,0,0,0,0,0,0,0,0,0,13,125,0,0,15,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,21,76,7,0,0,166,0,23,5,42,96,0,0,0,21,8,0,4,0,10,0,0,3,6,0,0,0,0,0,0,1125,52,85,0,44,53,3,34,0,180,70,25,384,0,29,21,0,23,0,8,0,12,3,31,7,8,118,51,4,14,0,0,0,114,3,5,24,0,0,0,0,0,9,17,34,19,6,19,9,611,0,0,9,30,88,3,0,0,0,117,46,18,123,584,0,8,204,229,337,100,7,0,0,4844,638,20,0,144,0,70,0,1245,0,0,83,0,1511,0,925,59,264,0,3,4,0,3,0,0,0,0,0,0,0,0,38,0,80,0,37,0,20,61,25,9,0,0,4,0,56,0,28,3,0,0,0,0,5,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,37,0,0,0,0,0,0,5,0,69,0,3,3,4,3,0,3,0,1828
Byron (A),0,0,21976,0,0,702,0,5,46,7,4,0,0,0,0,0,0,0,0,0,4,18,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1619,0,25,127,49,0,0,70,0,43,12,116,350,0,0,0,140,63,0,20,0,9,0,0,8,32,0,0,0,0,0,0,94,19,12,0,17,9,0,0,3,13,3,3,21,0,3,0,0,5,0,9,0,6,4,12,5,0,19,9,3,3,0,0,0,20,3,3,3,0,0,0,0,0,0,0,6,4,146,0,0,7,0,0,3,0,10,0,0,0,0,3,4,0,43,20,0,0,38,18,57,18,0,0,0,21,16,0,0,7,0,116,0,14,0,0,0,0,65,0,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,332,0,12,0,41,29,3,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,10,0,0,0,0,0,0,0,0,163,0,0,4,7,24,0,16,0,1913
Cabonne (A),0,0,11538,0,0,128,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,274,0,3,25,9,0,0,22,0,10,3,7,50,0,0,0,27,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,21,3,0,0,0,7,0,3,0,4,0,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,21,0,0,0,0,9,4,0,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,6,0,0,0,493
Camden (A),0,0,45510,0,0,645,0,0,33,4,0,0,0,0,0,0,0,0,0,0,3,198,0,0,40,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,3,93,430,71,0,0,205,0,42,4,33,234,0,0,0,145,20,0,12,0,15,0,0,3,11,0,0,0,0,0,0,483,237,24,0,20,79,4,30,3,143,26,47,55,3,34,22,0,54,0,4,0,23,0,33,3,3,102,30,4,14,0,0,0,78,0,0,3,3,0,0,0,0,0,9,27,51,0,9,4,169,0,0,3,4,9,4,0,0,0,6,32,54,89,52,0,0,56,62,259,22,8,0,0,263,45,0,0,33,0,10,0,19,0,0,3,0,211,0,3,57,59,0,54,14,0,0,8,0,0,0,0,0,0,0,72,0,115,0,72,3,13,165,10,4,0,0,0,4,33,0,107,3,0,0,0,4,17,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,10,17,0,0,0,84,0,4,0,0,0,0,11,5,243,0,6,3,5,67,0,17,0,2205
Campbelltown (C) (NSW),0,0,96283,3,0,3780,0,8,75,8,11,0,3,0,0,0,0,0,0,0,211,2299,3,16,1516,9,4,352,3,0,0,0,0,0,0,0,0,0,0,0,0,14,4461,3,190,932,159,5,3,344,0,137,25,79,551,0,0,0,268,26,0,47,0,52,0,0,12,28,0,0,0,0,3,0,520,318,138,0,104,214,0,195,22,392,86,207,309,3,119,44,3,134,0,43,4,83,6,140,15,17,504,135,35,61,0,0,4,671,16,9,111,15,0,0,19,0,13,53,132,279,34,78,54,951,10,9,51,106,59,57,4,0,0,46,346,699,423,602,0,8,460,396,3595,94,86,0,0,1024,225,9,4,58,0,66,0,101,7,0,1878,16,2945,3,156,576,484,0,194,3,0,0,14,6,0,0,0,0,0,0,103,0,262,6,252,32,27,829,69,31,0,0,3,0,176,0,262,18,0,0,0,3,182,3,0,5,64,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,65,0,0,3,0,0,0,61,0,0,25,0,4,3,4,3,0,0,22,38,49,0,3,0,512,0,9,0,3,3,0,18,10,948,3,17,7,8,157,0,84,0,8551
Canada Bay (A),0,0,43940,0,0,1325,0,3,76,4,3,0,0,3,0,0,3,0,0,0,10,186,0,3,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2077,0,70,309,58,0,3,436,0,59,14,120,293,0,3,0,131,49,0,22,0,16,0,0,19,35,0,0,0,0,3,0,3866,164,96,0,129,93,4,39,14,169,128,33,705,0,43,39,15,91,0,13,3,38,5,94,14,14,166,77,31,35,0,0,4,300,7,0,23,0,0,0,0,3,7,10,141,62,23,19,27,420,0,3,57,33,251,28,3,0,0,72,44,26,236,473,0,4,324,588,575,227,16,0,0,4339,920,28,0,169,0,153,3,2085,0,0,59,0,1186,0,181,73,306,0,9,3,0,0,4,3,0,0,6,0,0,0,156,0,324,0,82,9,110,146,98,23,0,0,3,3,78,0,80,42,0,0,0,4,9,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,15,0,0,8,0,3,3,0,0,0,0,0,3,40,0,0,0,68,0,3,0,5,3,0,4,0,402,0,11,10,16,53,0,25,3,4906
Canterbury (C),0,0,61425,3,0,1956,0,15,91,26,3,0,0,0,0,0,0,0,0,0,373,1214,4,24,304,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1225,0,36,201,36,0,0,269,0,52,29,97,285,0,0,0,75,38,0,15,0,22,0,0,6,22,0,0,0,0,0,0,2347,210,1400,0,167,130,13,131,22,294,841,331,5339,3,104,37,13,105,3,20,5,35,8,141,25,16,213,73,33,46,3,0,127,1189,44,62,231,29,0,0,9,4,7,147,169,455,50,237,126,6752,8,6,84,447,315,46,17,0,0,384,155,54,412,4244,0,7,2092,625,1913,202,38,0,0,9805,1128,61,18,119,0,150,3,2382,10,0,4174,0,2511,0,1259,1552,229,0,57,0,3,4,5,0,0,0,11,0,0,0,87,0,191,0,153,0,135,269,147,85,0,0,10,3,138,0,125,21,0,0,0,5,26,0,3,12,11,6,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,8,4,0,0,3,188,17,3,16,3,0,0,86,3,33,245,3,3,12,0,0,0,3,20,142,40,0,3,0,321,0,5,0,4,0,0,3,78,202,0,22,16,10,63,0,80,3,9899
