lga,"Oceanian, nfd","Australian Peoples, nfd",Australian,Australian Aboriginal,Australian South Sea Islander,Torres Strait Islander,"New Zealand Peoples, nfd",Maori,New Zealander,"Melanesian and Papuan, nfd",New Caledonian,Ni-Vanuatu,Papua New Guinean,Solomon Islander,"Melanesian and Papuan, nec","Micronesian, nfd",I-Kiribati,Nauruan,"Micronesian, nec","Polynesian, nfd",Cook Islander,Fijian,Niuean,Samoan,Tongan,Hawaiian,Tahitian,Tokelauan,Tuvaluan,Pitcairn,"Polynesian, nec","North-West European, nfd","British, nfd",English,Scottish,Welsh,Channel Islander,Manx,"British, nec",Irish,"Western European, nfd",Austrian,Dutch,Flemish,French,German,Swiss,Belgian,Frisian,Luxembourg,"Western European, nec","Northern European, nfd",Danish,Finnish,Icelandic,Norwegian,Swedish,"Northern European, nec","Southern and Eastern European, nfd","Southern European, nfd",Basque,Catalan,Italian,Maltese,Portuguese,Spanish,Gibraltarian,"Southern European, nec","South Eastern European, nfd",Albanian,Bosnian,Bulgarian,Croatian,Greek,Macedonian,Moldovan,Montenegrin,Romanian,Roma Gypsy,Serbian,Slovene,Cypriot,Vlach,"South Eastern European, nec","Eastern European, nfd",Belarusan,Czech,Estonian,Hungarian,Latvian,Lithuanian,Polish,Russian,Slovak,Ukrainian,Sorb/Wend,"Eastern European, nec","North African and Middle Eastern, nfd","Arab, nfd",Algerian,Egyptian,Iraqi,Jordanian,Kuwaiti,Lebanese,Libyan,Moroccan,Palestinian,Saudi Arabian,Syrian,Tunisian,Yemeni,Bahraini,Emirati,Omani,Qatari,"Arab, nec",Jewish,"Peoples of the Sudan, nfd",Bari,Darfur,Dinka,Nuer,South Sudanese,Sudanese,"Peoples of the Sudan, nec","Other North African and Middle Eastern, nfd",Berber,Coptic,Iranian,Kurdish,Turkish,Assyrian,Chaldean,Mandaean,Nubian,Yezidi,"Other North African and Middle Eastern, nec","South-East Asian, nfd","Mainland South-East Asian, nfd",Anglo-Burmese,Burmese,Hmong,Khmer (Cambodian),Lao,Thai,Vietnamese,Karen,Mon,Chin,Rohingya,"Mainland South-East Asian, nec","Maritime South-East Asian, nfd",Filipino,Indonesian,Javanese,Madurese,Malay,Sundanese,Timorese,Acehnese,Balinese,Bruneian,Kadazan,Singaporean,Temoq,"Maritime South-East Asian, nec","North-East Asian, nfd","Chinese Asian, nfd",Chinese,Taiwanese,"Chinese Asian, nec","Other North-East Asian, nfd",Japanese,Korean,Mongolian,Tibetan,"Other North-East Asian, nec","Southern and Central Asian, nfd","Southern Asian, nfd",Anglo-Indian,Bengali,Burgher,Gujarati,Indian,Malayali,Nepalese,Pakistani,Punjabi,Sikh,Sinhalese,Maldivian,Bangladeshi,Bhutanese,Fijian Indian,Kashmiri,Parsi,Sindhi,Sri Lankan,Sri Lankan Tamil,Indian Tamil,"Tamil, nfd",Telugu,"Southern Asian, nec","Central Asian, nfd",Afghan,Armenian,Georgian,Kazakh,Pathan,Uzbek,Azeri,Hazara,Tajik,Tatar,Turkmen,Uighur,Kyrgyz,"Central Asian, nec","Peoples of the Americas, nfd","North American, nfd",African American,American,Canadian,French Canadian,Hispanic North American,Native North American Indian,Bermudan,"North American, nec","South American, nfd",Argentinian,Bolivian,Brazilian,Chilean,Colombian,Ecuadorian,Guyanese,Peruvian,Uruguayan,Venezuelan,Paraguayan,"South American, nec","Central American, nfd",Mexican,Nicaraguan,Salvadoran,Costa Rican,Guatemalan,Mayan,"Central American, nec","Caribbean Islander, nfd",Cuban,Jamaican,Trinidadian Tobagonian,Barbadian,Puerto Rican,"Caribbean Islander, nec","Sub-Saharan African, nfd","Central and West African, nfd",Akan,Fulani,Ghanaian,Nigerian,Yoruba,Ivorean,Liberian,Sierra Leonean,Acholi,Cameroonian,Congolese,Gio,Igbo,Krahn,Mandinka,Senegalese,Themne,Togolese,"Central and West African, nec","Southern and East African, nfd",Afrikaner,Angolan,Eritrean,Ethiopian,Kenyan,Malawian,Mauritian,Mozambican,Namibian,Oromo,Seychellois,Somali,South African,Tanzanian,Ugandan,Zambian,Zimbabwean,Amhara,Batswana,Hutu,Masai,Tigrayan,Tigre,Zulu,Burundian,Kunama,Madi,Ogaden,Rwandan,Shona,Swahili,Swazilander,"Southern and East African, nec",Inadequately described,"Eurasian, so described","Asian, so described","African, so described","European, so described","Caucasian, so described","Creole, so described",Not stated
Upper Lachlan Shire (A),0,0,2407,4,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3104,384,13,0,0,0,707,0,0,47,0,9,102,3,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,42,36,3,5,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,10,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,640
Uralla (A),0,0,2093,4,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2471,275,7,0,0,0,414,0,5,32,0,4,130,5,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,10,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,5,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,436
Wagga Wagga (C),9,0,18804,117,0,7,0,44,60,0,0,0,17,0,0,0,0,0,0,0,8,34,0,31,16,0,0,0,0,0,0,3,13,24683,2854,62,0,0,0,4806,0,28,270,0,68,1258,22,18,0,0,0,9,38,21,0,11,12,0,3,0,0,0,623,45,6,39,0,0,35,0,6,0,36,133,0,0,0,10,0,26,20,0,0,0,4,0,13,6,33,5,5,98,32,7,29,0,0,0,48,0,119,15,8,0,39,0,3,4,0,5,0,3,0,0,4,0,0,0,19,0,0,4,0,26,101,0,0,0,0,65,6,4,0,0,0,0,0,4,0,0,0,129,0,3,5,34,65,14,0,9,11,33,0,378,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,596,7,0,0,10,63,0,4,0,0,30,0,8,0,5,773,5,70,67,13,5,20,0,64,0,0,0,0,0,97,26,0,5,0,6,0,67,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,22,16,0,0,0,0,0,0,5,0,5,17,3,0,0,4,0,0,0,0,0,0,0,9,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,20,16,0,0,14,35,0,6,0,0,0,0,0,0,0,0,4,0,5,0,0,8,11,3,11,0,0,0,0,10,110,0,0,0,42,0,0,0,0,0,0,0,26,0,0,0,14,6,0,0,6,71,0,27,126,24,3,0,3929
Walcha (A),0,0,1067,7,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1166,172,0,0,0,0,164,0,0,10,0,0,36,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
Walgett (A),0,0,2088,410,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,197,0,0,0,0,295,0,8,21,0,5,118,9,0,0,0,0,0,9,9,0,3,5,0,5,0,0,0,28,3,4,4,0,0,26,0,3,0,41,8,0,0,0,0,0,47,4,0,0,0,0,0,5,0,16,0,0,8,0,13,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,785
Warren (A),0,0,922,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,110,0,0,0,0,185,0,0,9,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,283
Warrumbungle Shire (A),0,0,3239,17,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3776,377,9,0,0,0,444,0,4,31,0,4,146,12,0,0,0,0,0,5,0,0,6,6,0,0,0,0,0,62,9,0,0,0,0,4,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,995
Waverley (A),8,0,9185,13,3,0,0,103,349,0,0,0,8,0,0,0,0,0,0,0,11,31,0,20,16,0,0,0,0,0,0,8,38,19206,2102,165,0,0,0,4661,0,166,342,3,849,1623,88,35,0,0,0,18,71,51,0,60,190,0,7,0,3,0,2566,149,280,627,0,0,36,13,16,25,198,1102,59,4,6,146,0,133,25,50,0,0,283,11,243,34,787,55,398,934,1219,160,316,0,0,45,45,10,94,82,4,0,253,4,38,20,4,16,13,9,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,0,143,0,95,14,0,0,0,0,442,0,0,0,14,0,15,11,166,110,0,0,0,0,0,0,367,60,0,0,33,0,6,0,0,0,0,15,0,0,0,0,1850,28,0,0,339,194,8,3,0,0,10,13,7,0,0,373,0,51,23,3,6,3,0,25,0,3,0,0,0,61,0,0,4,0,0,0,3,37,6,6,0,10,12,0,0,0,0,3,0,0,19,0,9,251,87,3,3,5,0,0,41,57,5,529,213,153,10,0,39,23,28,0,5,0,58,0,4,0,0,0,0,0,11,13,4,6,4,3,0,5,0,0,6,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,38,0,0,0,0,0,1673,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,131,5,23,33,310,6,0,7326
Weddin (A),0,0,1218,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,136,4,0,0,0,225,0,0,17,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Wentworth (A),0,0,1996,254,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,2460,300,6,0,0,0,351,0,6,33,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,7,0,0,0,0,4,0,0,0,15,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,824
Western Plains Regional (A),4,0,16934,246,0,3,0,52,50,0,0,0,0,0,0,0,0,0,0,0,3,29,0,12,14,0,0,0,0,0,0,0,0,19159,1831,34,0,0,0,3049,0,13,180,0,43,604,6,0,0,0,0,8,18,7,3,0,13,0,0,0,0,0,336,48,0,7,0,0,11,0,0,3,7,83,4,0,0,0,0,7,0,3,0,0,3,0,8,0,18,17,0,56,35,0,3,0,0,13,0,0,35,4,0,0,54,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,12,0,0,0,0,0,3,0,0,0,6,0,4,0,24,58,0,0,0,0,0,0,219,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,402,3,0,0,3,56,0,0,0,0,9,0,5,0,0,439,0,214,49,8,7,32,0,48,5,3,0,0,0,98,6,0,8,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,10,0,0,3,0,0,0,11,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,0,0,0,39,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,33,32,9,0,0,4795
Willoughby (C),0,0,9426,5,0,0,0,29,237,0,0,0,10,0,0,0,0,0,0,0,6,22,0,13,3,0,0,0,0,0,0,3,18,18013,2077,119,0,0,0,3722,0,105,271,0,257,858,53,29,0,0,0,4,52,36,10,26,59,0,7,0,4,0,1807,58,84,202,0,0,33,0,13,26,514,626,105,0,0,51,0,116,23,30,0,0,47,12,72,32,221,26,37,308,274,40,49,0,0,13,48,0,76,15,11,0,387,0,3,18,7,20,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,568,12,53,14,4,0,0,0,37,0,0,0,25,0,27,11,409,335,0,0,0,0,0,0,868,197,0,0,112,0,6,0,7,0,0,26,0,5,0,0,17130,326,0,0,1547,2507,20,3,0,0,44,13,24,0,0,2319,5,390,115,8,0,23,5,46,5,4,0,3,0,148,3,0,26,3,3,0,32,939,0,0,0,3,0,0,0,0,0,0,8,0,26,0,0,101,59,4,9,0,0,0,22,27,0,66,49,95,6,6,41,5,22,0,0,0,24,0,0,3,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,4,10,0,32,0,0,0,0,0,238,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16,40,25,67,4,0,3783
Wingecarribee (A),0,0,11687,16,3,0,0,32,102,0,0,0,8,5,0,0,0,0,0,3,8,11,0,22,7,0,0,0,0,0,0,0,10,21150,2558,96,0,3,0,3278,0,62,358,0,87,873,29,11,0,0,0,3,37,25,0,22,23,0,0,0,0,0,916,137,35,65,0,0,33,0,4,4,106,245,66,0,0,17,0,35,22,31,0,0,7,0,46,14,103,34,19,195,50,14,39,0,0,3,8,0,19,0,4,0,91,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,0,29,9,0,0,0,0,3,0,0,0,0,0,13,0,46,58,0,0,0,0,0,0,117,17,0,0,10,0,9,0,0,0,0,0,0,0,0,0,455,15,0,0,34,30,4,0,0,0,4,6,5,0,0,203,0,145,0,0,0,0,0,14,0,3,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,29,0,0,0,0,0,16,12,0,3,18,7,0,0,11,19,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,101,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,10,12,22,0,0,3251
Wollondilly (A),11,0,15048,46,0,0,0,61,86,0,0,0,9,0,0,0,0,0,0,0,0,32,0,13,10,0,0,0,0,0,0,0,15,18769,1989,91,3,0,0,2634,0,50,276,0,48,891,27,11,0,0,0,0,35,30,3,5,33,0,3,0,0,0,1684,848,62,79,0,0,60,0,3,0,259,236,58,0,0,5,0,110,23,27,0,0,13,0,24,62,92,15,9,132,79,19,40,0,0,4,8,0,40,9,13,0,272,0,0,15,0,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,4,8,0,40,18,0,0,0,0,0,0,0,0,0,0,13,5,38,46,0,0,0,0,0,0,110,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,298,4,0,0,4,20,0,0,0,0,3,0,5,0,0,77,0,8,16,3,5,0,0,12,6,4,0,0,0,26,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,3,0,0,35,22,0,6,60,6,3,0,10,15,0,4,0,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,25,0,0,0,0,0,73,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,30,20,0,0,2662
Wollongong (C),26,0,45386,171,15,3,0,362,392,11,0,0,30,0,0,0,4,0,0,22,170,111,14,95,171,5,0,0,0,0,0,5,32,72391,9374,592,0,0,3,11054,0,254,1492,6,315,3806,46,36,0,0,4,20,121,170,5,87,105,4,31,0,0,0,9477,1040,1408,997,0,0,355,191,149,19,1229,2240,5601,3,6,55,0,1525,197,243,0,0,23,7,108,57,371,106,64,857,285,66,218,0,0,44,568,3,127,269,30,7,1454,124,13,37,82,368,0,8,5,0,8,0,10,32,11,0,0,0,0,0,22,0,0,0,0,395,50,978,111,15,0,0,0,12,0,0,0,186,0,36,48,452,1072,69,0,11,0,24,0,1075,209,5,0,129,0,3,3,10,0,0,11,0,4,0,0,4622,36,0,0,161,337,21,0,0,0,22,18,21,0,0,1811,4,94,270,7,6,30,3,105,3,22,0,0,0,286,13,0,18,0,7,0,70,20,3,0,3,5,5,7,0,8,5,0,0,0,19,8,5,156,79,4,4,9,0,0,65,73,11,57,561,46,0,0,51,84,20,6,8,4,32,7,23,9,0,0,0,3,8,9,4,0,4,0,0,0,0,0,24,68,12,0,6,0,0,0,97,0,6,0,0,0,0,34,9,0,16,0,33,25,32,0,29,0,0,9,0,0,232,5,9,6,62,0,0,0,0,3,0,3,50,0,0,0,5,4,0,4,13,255,10,37,193,91,0,0,10872
Woollahra (A),0,0,8194,0,0,0,0,29,248,0,0,0,14,0,0,0,0,0,0,0,6,22,0,7,7,0,0,0,0,0,0,0,27,17889,2157,112,0,0,0,3743,0,186,247,3,441,1171,52,26,0,0,0,0,62,30,3,27,87,0,12,0,0,0,1454,89,143,241,0,0,37,5,7,20,159,1270,57,4,0,119,0,99,24,63,0,0,157,5,139,19,711,77,285,829,637,63,144,0,0,27,8,7,73,50,3,0,286,0,28,9,0,12,4,8,0,0,0,0,0,586,5,0,0,0,0,0,0,0,0,0,0,162,4,91,22,4,0,0,0,215,0,0,0,10,0,5,4,87,145,0,0,0,0,0,0,264,65,0,0,43,0,0,0,7,0,0,15,0,0,0,0,2169,17,0,0,153,148,3,0,0,0,0,11,4,0,0,394,0,15,16,0,0,8,0,14,0,5,4,0,0,89,0,0,5,0,4,0,0,32,4,4,0,0,0,0,0,0,0,0,0,0,14,0,4,177,47,4,5,3,0,0,27,20,0,108,59,88,3,0,22,9,10,0,0,0,37,0,4,4,0,0,0,8,4,3,4,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,16,0,0,0,0,0,1111,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,18,0,17,289,9,0,4984
Yass Valley (A),0,0,5154,0,0,0,0,12,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,6640,752,26,0,0,0,1125,0,21,124,0,22,286,8,3,0,0,0,3,13,19,0,0,3,0,0,0,0,0,154,32,17,8,0,0,11,0,4,8,92,30,4,0,0,0,0,14,5,0,0,0,0,0,14,0,23,0,0,34,13,0,13,0,0,0,0,0,6,4,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,0,4,6,0,3,0,0,5,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11,4,0,0,1093
Unincorporated NSW,0,0,363,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,371,44,3,0,0,0,76,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
