lga,"Oceania and Antarctica, nfd","Australia (includes External Territories), nfd",Australia,Norfolk Island,"Australian External Territories, nec",New Zealand,"Melanesia, nfd",New Caledonia,Papua New Guinea,Solomon Islands,Vanuatu,"Micronesia, nfd",Guam,Kiribati,Marshall Islands,"Micronesia, Federated States of",Nauru,Northern Mariana Islands,Palau,"Polynesia (excludes Hawaii), nfd",Cook Islands,Fiji,French Polynesia,Niue,Samoa,"Samoa, American",Tokelau,Tonga,Tuvalu,Wallis and Futuna,Pitcairn Islands,"Polynesia (excludes Hawaii), nec","Antarctica, nfd",Adelie Land (France),Argentinian Antarctic Territory,Australian Antarctic Territory,British Antarctic Territory,Chilean Antarctic Territory,Queen Maud Land (Norway),Ross Dependency (New Zealand),"North-West Europe, nfd","United Kingdom, Channel Islands and Isle of Man, nfd",England,Isle of Man,Northern Ireland,Scotland,Wales,Guernsey,Jersey,Ireland,"Western Europe, nfd",Austria,Belgium,France,Germany,Liechtenstein,Luxembourg,Monaco,Netherlands,Switzerland,"Northern Europe, nfd",Denmark,Faroe Islands,Finland,Greenland,Iceland,Norway,Sweden,Aland Islands,"Southern and Eastern Europe, nfd","Southern Europe, nfd",Andorra,Gibraltar,Holy See,Italy,Malta,Portugal,San Marino,Spain,"South Eastern Europe, nfd",Albania,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,The former Yugoslav Republic of Macedonia,Greece,Moldova,Romania,Slovenia,Montenegro,Serbia,Kosovo,"Eastern Europe, nfd",Belarus,Czech Republic,Estonia,Hungary,Latvia,Lithuania,Poland,Russian Federation,Slovakia,Ukraine,"North Africa and the Middle East, nfd","North Africa, nfd",Algeria,Egypt,Libya,Morocco,Sudan,Tunisia,Western Sahara,Spanish North Africa,South Sudan,"Middle East, nfd",Bahrain,Gaza Strip and West Bank,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi Arabia,Syria,Turkey,United Arab Emirates,Yemen,"South-East Asia, nfd","Mainland South-East Asia, nfd",Myanmar,Cambodia,Laos,Thailand,Vietnam,"Maritime South-East Asia, nfd",Brunei Darussalam,Indonesia,Malaysia,Philippines,Singapore,Timor-Leste,"North-East Asia, nfd","Chinese Asia (includes Mongolia), nfd",China (excludes SARs and Taiwan),Hong Kong (SAR of China),Macau (SAR of China),Mongolia,Taiwan,"Japan and the Koreas, nfd",Japan,"Korea, Democratic People's Republic of (North)","Korea, Republic of (South)","Southern and Central Asia, nfd","Southern Asia, nfd",Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka,"Central Asia, nfd",Afghanistan,Armenia,Azerbaijan,Georgia,Kazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan,Uzbekistan,"Americas, nfd","Northern America, nfd",Bermuda,Canada,St Pierre and Miquelon,United States of America,"South America, nfd",Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela,"South America, nec","Central America, nfd",Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,"Caribbean, nfd",Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,Cayman Islands,Cuba,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,St Kitts and Nevis,St Lucia,St Vincent and the Grenadines,Trinidad and Tobago,Turks and Caicos Islands,"Virgin Islands, British","Virgin Islands, United States",St Barthelemy,St Martin (French part),"Bonaire, Sint Eustatius and Saba",Curacao,Sint Maarten (Dutch part),"Sub-Saharan Africa, nfd","Central and West Africa, nfd",Benin,Burkina Faso,Cameroon,Cabo Verde,Central African Republic,Chad,"Congo, Republic of","Congo, Democratic Republic of",Cote d'Ivoire,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Sao Tome and Principe,Senegal,Sierra Leone,Togo,"Southern and East Africa, nfd",Angola,Botswana,Burundi,Comoros,Djibouti,Eritrea,Ethiopia,Kenya,Lesotho,Madagascar,Malawi,Mauritius,Mayotte,Mozambique,Namibia,Reunion,Rwanda,St Helena,Seychelles,Somalia,South Africa,Swaziland,Tanzania,Uganda,Zambia,Zimbabwe,"Southern and East Africa, nec",Inadequately described,At sea,Not stated
Golden Plains (S),0,0,18223,0,0,192,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,763,0,27,98,13,0,0,43,0,9,3,15,121,0,0,0,126,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,53,27,0,0,5,27,0,13,6,37,5,11,10,0,12,9,0,6,0,13,0,8,0,8,0,3,11,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,22,9,0,0,0,11,30,10,0,0,0,8,6,0,0,0,0,9,0,4,0,0,0,0,27,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,37,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,32,0,0,0,0,10,0,7,0,1437
Greater Bendigo (C),0,0,93326,0,0,736,0,0,51,11,0,0,0,0,0,0,3,0,0,0,0,62,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1940,5,54,308,52,0,0,133,0,40,8,31,250,0,0,0,246,25,0,11,0,13,0,0,8,16,0,0,0,0,5,0,160,54,6,0,14,23,0,8,8,34,21,10,54,0,12,10,0,9,0,4,0,4,0,27,10,0,23,21,4,12,0,0,0,57,0,0,26,0,0,0,13,0,4,3,48,21,0,0,21,18,6,0,24,0,15,9,0,0,0,448,9,5,407,76,0,0,66,159,402,49,8,0,0,304,46,0,0,49,0,32,0,49,0,4,49,0,701,0,40,59,180,0,79,0,0,0,0,0,0,0,0,0,0,0,105,0,180,0,3,0,9,11,4,0,0,0,3,0,3,0,0,7,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,12,19,0,0,0,35,0,3,0,0,0,0,5,3,233,0,4,4,5,36,0,25,0,8338
Greater Dandenong (C),0,0,54476,0,0,2237,0,0,37,5,5,0,0,0,0,0,9,0,0,0,400,634,0,10,415,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1718,0,101,386,46,5,3,180,0,86,20,91,524,0,0,0,371,37,0,17,0,19,0,5,12,9,0,0,0,0,0,0,1763,275,107,0,57,692,129,1566,61,860,215,967,1769,15,372,66,27,588,88,19,18,42,8,193,17,10,699,145,21,148,5,0,4,420,11,21,434,10,0,0,244,0,19,48,913,321,56,27,50,600,23,17,142,89,745,132,0,0,0,1489,6865,172,1182,13284,0,8,633,1442,2095,280,431,0,0,4604,428,19,5,192,0,134,0,372,0,28,552,0,12413,18,184,2108,6366,0,4804,39,14,9,10,10,3,0,16,0,0,0,71,0,177,0,196,5,23,571,55,5,0,0,3,0,61,0,82,9,0,0,0,0,180,0,0,5,4,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,5,0,0,5,29,11,0,47,0,0,0,69,0,3,49,0,0,6,8,21,0,0,116,426,209,0,5,10,1330,0,11,4,0,15,0,96,166,414,0,33,14,30,136,0,150,0,9811
Greater Geelong (C),0,0,179939,0,0,2281,0,0,111,0,8,0,5,6,0,0,10,0,0,0,4,123,0,0,32,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7955,8,398,1374,286,6,9,554,0,213,52,154,1337,0,0,0,1379,58,0,59,0,61,0,9,39,57,0,0,0,0,10,0,1640,344,115,0,256,478,4,433,48,1338,74,638,462,5,37,159,19,379,19,26,4,43,9,181,36,64,419,74,17,92,0,0,5,139,25,17,81,0,0,0,32,0,10,6,464,227,17,12,22,106,17,6,72,17,147,45,3,0,0,374,56,57,554,526,0,3,229,512,1270,257,16,0,0,1528,199,0,5,68,0,139,0,151,0,3,97,6,2317,3,103,397,405,0,515,0,0,0,4,0,0,0,3,0,0,4,296,0,607,0,39,11,65,55,43,4,0,0,0,0,29,0,13,22,0,0,0,4,10,3,0,15,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,38,38,0,0,0,0,16,3,0,29,0,0,0,87,0,0,6,0,0,0,3,7,0,0,3,45,66,0,0,8,96,0,0,6,0,0,0,4,9,638,5,22,14,31,153,0,83,0,15505
Greater Shepparton (C),0,0,48492,0,0,718,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,43,0,0,127,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,857,0,34,132,24,0,0,77,0,13,6,19,119,0,0,0,200,9,0,5,0,0,0,0,0,9,0,0,0,0,0,0,851,18,4,0,26,26,266,10,5,37,7,76,163,0,14,7,0,9,0,4,0,4,0,7,0,7,26,10,3,6,4,0,0,25,4,8,75,4,0,0,41,0,0,0,120,468,0,0,88,13,0,0,25,22,251,3,0,0,0,8,14,0,77,43,0,0,34,208,394,23,8,0,0,160,43,0,0,203,0,20,0,24,0,5,32,0,1205,0,30,228,139,0,761,0,0,0,0,0,0,0,0,0,0,3,46,0,84,0,9,0,4,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,107,0,0,0,0,5,6,0,0,0,0,0,55,0,0,3,0,0,0,9,15,0,0,0,3,24,0,0,3,8,0,0,4,0,0,0,0,5,121,0,24,6,3,38,0,24,0,5845
Hepburn (S),0,0,11646,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,677,0,11,71,17,0,0,26,0,17,10,19,103,0,0,0,112,15,0,14,0,8,0,0,0,9,0,0,0,0,0,0,47,30,0,0,6,26,0,4,3,30,7,6,19,0,0,3,3,19,0,7,0,4,0,14,0,0,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,19,5,0,0,4,24,39,12,0,0,0,19,10,0,0,3,0,4,0,5,0,0,0,0,47,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,65,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,36,0,0,0,0,13,0,9,0,1661
Hindmarsh (S),0,0,4776,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,5,6,5,0,0,3,0,0,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,76,0,0,47,0,0,0,0,3,35,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,477
Hobsons Bay (C),0,0,56177,0,0,1951,0,0,34,3,0,0,0,3,0,0,3,0,0,0,15,115,0,5,48,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2993,3,106,541,84,0,4,423,0,66,13,124,481,0,0,0,185,46,0,41,0,44,3,6,12,51,0,0,0,0,0,0,1480,1165,66,0,54,319,21,143,22,528,69,689,1067,0,97,48,39,308,27,14,7,30,3,64,17,16,312,63,21,57,0,13,7,161,131,16,77,3,0,0,19,5,0,10,177,66,7,16,19,1002,8,5,39,37,56,25,3,0,0,274,130,36,366,1417,0,4,261,380,1027,159,22,0,0,1062,148,8,0,35,0,125,0,87,0,3,128,0,2569,0,130,266,227,0,15,0,0,0,7,0,0,0,0,0,0,0,154,0,327,0,81,5,100,119,122,5,0,0,4,0,35,0,36,19,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,0,0,0,12,0,0,8,0,0,0,16,0,0,0,0,0,0,5,4,0,9,39,157,32,0,0,0,125,0,4,0,0,0,0,6,34,333,3,3,11,9,43,0,72,0,5504
Horsham (RC),0,0,17207,0,0,96,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,3,50,7,0,0,14,0,3,0,0,24,0,0,0,43,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,4,8,0,0,0,3,0,0,12,0,5,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,24,0,0,0,0,26,0,0,23,4,0,0,3,10,102,4,0,0,0,34,8,0,0,3,0,7,0,7,0,0,12,0,111,0,10,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,3,5,9,0,11,0,1242
Hume (C),0,0,113841,0,0,3345,0,0,89,4,17,0,0,6,0,0,19,0,0,0,76,898,0,0,1058,18,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2880,0,132,574,58,0,3,291,0,64,14,91,560,0,0,0,240,44,0,22,0,58,0,0,13,37,0,0,0,0,3,0,3215,1164,183,0,143,240,49,301,22,692,680,355,1096,0,66,103,9,234,11,3,7,19,3,82,9,10,320,44,13,53,13,0,61,911,44,37,105,10,0,0,12,106,51,64,844,10639,34,180,228,3470,17,19,174,1459,6203,191,34,0,0,82,43,210,402,1318,0,5,248,436,2626,350,224,0,0,815,146,0,8,66,0,64,0,90,5,33,293,256,8620,9,578,2072,3105,0,289,3,0,0,6,0,4,3,3,0,0,0,154,0,304,0,151,7,48,174,50,3,0,0,0,3,59,0,82,17,0,0,0,3,226,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,0,0,0,0,7,79,0,0,8,0,0,0,115,0,8,15,0,0,5,13,0,0,3,202,143,95,0,0,4,211,0,0,5,0,5,0,28,414,353,0,17,9,21,135,0,101,0,13006
Indigo (S),0,0,13450,0,0,141,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,499,0,7,53,20,0,0,13,0,19,0,13,106,0,0,0,69,5,0,3,0,11,0,0,4,9,0,0,0,0,0,0,31,7,4,0,9,5,0,0,0,12,0,6,5,0,0,6,0,7,0,3,0,0,0,8,0,0,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,10,7,28,3,4,0,0,3,3,0,0,4,0,12,0,3,0,0,0,0,22,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,34,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,18,0,3,0,0,3,0,6,0,1137
Kingston (C),0,0,95783,0,0,2406,0,0,76,0,6,0,0,0,0,0,9,0,0,0,128,340,0,3,40,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6024,9,231,1010,153,3,0,649,0,123,40,213,751,0,5,0,390,93,0,58,0,37,0,3,17,74,0,0,0,0,0,0,1539,169,80,0,102,208,11,184,33,366,384,70,2899,64,149,63,19,220,0,48,94,95,15,210,53,48,606,648,32,509,4,0,8,445,6,23,44,4,0,0,18,0,18,17,184,95,270,18,28,286,25,3,285,44,498,77,3,0,0,84,949,69,388,1457,0,23,308,683,1379,275,173,0,0,4122,370,15,0,145,0,342,0,289,0,0,179,0,5113,0,114,256,1550,0,69,21,19,29,50,9,3,3,32,0,0,0,282,0,520,0,168,0,121,254,103,3,0,0,3,0,52,3,60,23,0,0,0,0,42,9,0,32,0,0,0,0,0,0,5,0,0,11,3,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,33,0,4,0,0,0,0,4,0,0,0,12,49,72,0,6,3,677,0,0,7,0,3,0,89,9,1251,4,28,9,22,128,0,314,4,8357
Knox (C),0,0,100910,0,0,1927,0,0,70,0,7,0,0,7,0,0,4,0,0,0,21,252,0,0,46,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5682,5,208,813,180,0,3,414,0,171,28,97,1144,0,0,0,823,76,0,51,0,33,0,0,6,29,0,0,0,0,4,0,1085,168,39,0,51,216,9,104,33,228,115,57,602,12,185,63,3,133,6,32,4,49,5,277,97,13,528,134,25,42,0,0,10,542,17,13,47,3,0,0,15,0,20,66,579,130,49,9,18,187,23,3,29,21,122,73,0,0,0,118,536,130,350,1252,0,57,584,3254,1336,919,87,0,0,6081,1313,34,0,272,0,148,0,560,0,3,73,0,3935,0,140,195,3174,0,218,20,0,4,3,3,0,0,7,0,0,0,163,0,394,3,102,0,46,193,49,3,0,0,14,0,47,0,47,51,0,0,0,3,63,4,0,29,0,0,4,0,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,3,0,0,0,12,0,0,0,0,4,0,3,0,0,0,7,30,159,4,9,3,363,0,9,9,0,0,0,41,0,1080,0,16,14,18,111,0,87,0,6688
Latrobe (C),0,0,57398,0,0,655,0,0,24,0,3,0,0,0,0,0,0,0,0,0,25,44,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1969,0,101,550,50,0,0,120,0,65,14,25,453,0,0,0,691,10,0,6,0,21,0,0,3,10,0,0,0,0,0,0,621,353,3,0,36,46,8,23,4,73,76,5,102,3,24,13,0,32,0,9,6,11,6,37,11,9,100,13,6,22,0,0,5,36,0,19,84,0,0,0,54,0,0,0,27,13,0,0,8,4,0,0,4,3,7,4,0,0,0,17,22,3,88,65,0,5,34,99,415,21,3,0,0,268,35,0,0,15,0,26,0,25,0,0,48,0,302,0,25,39,106,0,0,0,0,3,0,0,0,0,4,0,0,0,74,0,104,0,11,0,8,24,8,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,3,0,0,0,0,32,44,0,0,0,21,0,0,0,0,0,0,6,0,156,0,4,11,0,32,0,11,0,6754
Loddon (S),0,0,5976,0,0,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,6,25,3,0,0,10,0,5,4,0,29,0,0,0,33,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,13,0,0,0,3,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,67,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,6,0,925
Macedon Ranges (S),0,0,36795,0,0,579,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1950,3,70,262,73,0,0,125,0,24,4,34,280,0,0,0,178,42,0,20,0,17,0,0,3,10,0,0,0,0,0,0,230,167,8,0,9,20,0,9,4,82,26,14,47,0,10,18,0,13,0,3,0,6,0,15,8,5,39,4,0,5,0,0,0,28,0,0,3,0,0,0,0,0,0,0,4,9,4,0,0,12,0,0,4,0,14,7,0,0,0,0,12,0,33,20,0,0,16,47,100,35,3,0,0,95,15,0,3,72,0,15,0,5,0,0,0,0,114,0,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,152,0,22,0,5,11,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,4,0,0,0,4,0,152,0,6,0,8,18,0,4,0,3574
Manningham (C),0,0,64767,0,0,1073,0,0,60,0,0,0,4,4,0,0,3,0,0,0,0,172,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2550,0,81,343,65,0,0,167,0,99,36,86,497,0,0,0,252,67,0,19,0,14,0,0,16,30,0,0,0,0,0,0,3176,195,35,0,58,110,46,44,28,316,375,253,2830,0,98,101,4,105,6,19,4,58,8,101,55,25,198,88,11,33,4,0,0,682,18,8,63,3,0,0,0,3,12,51,1966,121,44,32,104,404,0,3,49,105,173,74,3,0,0,41,97,30,187,1022,0,45,446,3885,432,899,55,0,3,10844,3058,85,0,718,0,197,0,791,0,0,51,0,1755,5,20,369,678,0,35,11,0,3,0,0,0,5,0,0,0,0,142,0,361,0,73,4,50,74,66,10,0,0,3,0,17,0,13,17,0,0,0,0,26,8,0,31,0,0,0,0,7,3,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,20,0,0,4,0,0,0,9,0,0,0,0,12,37,0,4,3,80,0,8,0,0,0,0,3,14,1206,3,13,13,19,108,0,93,0,5114
Mansfield (S),0,0,6800,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,7,43,9,0,0,12,0,14,3,11,79,0,0,0,36,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,5,0,0,0,5,0,0,3,0,5,3,0,0,0,0,0,4,0,4,5,0,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,3,7,3,7,0,0,0,26,11,0,0,23,0,11,0,3,0,0,0,0,19,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,4,0,844
Maribyrnong (C),0,0,43130,3,0,1644,0,6,59,0,3,0,0,0,0,0,4,0,0,0,8,150,0,3,32,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1650,0,52,256,47,0,0,266,0,28,21,97,258,0,4,0,103,35,0,18,0,14,0,0,12,46,0,0,0,0,3,0,918,179,87,0,54,162,21,191,9,357,82,487,837,0,44,24,25,190,17,6,3,17,6,41,5,3,214,54,7,41,0,0,0,131,15,11,177,0,0,0,54,0,5,3,240,92,17,5,81,103,7,3,50,15,162,40,0,0,0,314,117,54,277,7674,0,20,361,822,1062,228,139,0,0,2321,341,11,4,154,0,186,0,228,0,0,573,31,3291,0,576,398,410,0,90,0,0,0,3,3,0,0,0,0,0,0,168,0,307,0,89,5,143,209,280,5,0,0,3,4,34,0,62,42,0,0,0,3,106,6,0,28,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,15,3,0,9,0,0,0,29,0,4,7,0,0,0,0,9,5,9,170,502,87,0,0,4,132,0,3,7,0,4,0,6,199,189,0,12,13,14,50,0,51,0,6165
